traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
結伴,结伴,jie2 ban4],to go with sb,to form companionships,,,,,,,,,,,,,,,,
結伴而行,结伴而行,jie2 ban4 er2 xing2],to stay together (of a group),to keep together,,,,,,,,,,,,,,,,
結冰,结冰,jie2 bing1],to freeze,,,,,,,,,,,,,,,,,
結出,结出,jie1 chu1],to bear (fruit),,,,,,,,,,,,,,,,,
結匯,结汇,jie2 hui4],foreign exchange settlement,,,,,,,,,,,,,,,,,
結合,结合,jie2 he2],to combine,to link,to integrate,binding,CL:次[ci4],,,,,,,,,,,,,
結合律,结合律,jie2 he2 lu:4],associative law (xy)z = x(yz) (math.),,,,,,,,,,,,,,,,,
結合模型,结合模型,jie2 he2 mo2 xing2],combination model,,,,,,,,,,,,,,,,,
結合過程,结合过程,jie2 he2 guo4 cheng2],cohesive process(es),,,,,,,,,,,,,,,,,
結喉,结喉,jie2 hou2],see 喉結|喉结[hou2 jie2],,,,,,,,,,,,,,,,,
結單,结单,jie2 dan1],statement of account,,,,,,,,,,,,,,,,,
結婚,结婚,jie2 hun1],to marry,to get married,CL:次[ci4],,,,,,,,,,,,,,,
結婚紀念日,结婚纪念日,jie2 hun1 ji4 nian4 ri4],wedding anniversary,,,,,,,,,,,,,,,,,
結婚證,结婚证,jie2 hun1 zheng4],marriage certificate,,,,,,,,,,,,,,,,,
結子,结子,jie1 zi3],to bear seeds (of plant),,,,,,,,,,,,,,,,,
結子,结子,jie2 zi5],knot (on a rope or string),,,,,,,,,,,,,,,,,
結存,结存,jie2 cun2],balance,cash in hand,,,,,,,,,,,,,,,,
結實,结实,jie1 shi2],to bear fruit,,,,,,,,,,,,,,,,,
結實,结实,jie1 shi5],rugged,sturdy,strong,durable,buff (physique),,,,,,,,,,,,,
結對子,结对子,jie2 dui4 zi3],to form pairs,to twin,,,,,,,,,,,,,,,,
結尾,结尾,jie2 wei3],ending,coda,to wind up,,,,,,,,,,,,,,,
結局,结局,jie2 ju2],conclusion,ending,,,,,,,,,,,,,,,,
結巴,结巴,jie1 ba5],to stutter,,,,,,,,,,,,,,,,,
結帳,结帐,jie2 zhang4],to pay the bill,to settle accounts,also written 結賬|结账,,,,,,,,,,,,,,,
結幕,结幕,jie2 mu4],final scene (of a play),denouement,,,,,,,,,,,,,,,,
結廬,结庐,jie2 lu2],to build one's house,,,,,,,,,,,,,,,,,
結彩,结彩,jie2 cai3],to adorn,to festoon,,,,,,,,,,,,,,,,
結怨,结怨,jie2 yuan4],to arouse dislike,to incur hatred,,,,,,,,,,,,,,,,
結恭,结恭,jie2 gong1],to be constipated (euphemism),,,,,,,,,,,,,,,,,
結成,结成,jie2 cheng2],to form,to forge (alliances etc),,,,,,,,,,,,,,,,
結扎,结扎,jie2 za1],ligation (medicine),,,,,,,,,,,,,,,,,
結拜,结拜,jie2 bai4],to become sworn brothers or sisters,sworn (brothers),,,,,,,,,,,,,,,,
結晶,结晶,jie2 jing1],to crystallize,crystallization,crystal,crystalline,(fig.) the fruit (of labor etc),,,,,,,,,,,,,
結晶學,结晶学,jie2 jing1 xue2],crystallography,,,,,,,,,,,,,,,,,
結晶水,结晶水,jie2 jing1 shui3],water of crystallization,,,,,,,,,,,,,,,,,
結晶狀,结晶状,jie2 jing1 zhuang4],crystalline,,,,,,,,,,,,,,,,,
結晶體,结晶体,jie2 jing1 ti3],a crystal,,,,,,,,,,,,,,,,,
結末,结末,jie2 mo4],ending,finally,,,,,,,,,,,,,,,,
結束,结束,jie2 shu4],termination,to finish,to end,to conclude,to close,,,,,,,,,,,,,
結束工作,结束工作,jie2 shu4 gong1 zuo4],to finish work,,,,,,,,,,,,,,,,,
結束語,结束语,jie2 shu4 yu3],concluding remarks,,,,,,,,,,,,,,,,,
結果,结果,jie1 guo3],to bear fruit,CL:個|个[ge4],,,,,,,,,,,,,,,,
結果,结果,jie2 guo3],outcome,result,conclusion,in the end,as a result,to kill,to dispatch,,,,,,,,,,,
結核,结核,jie2 he2],tuberculosis,consumption,nodule,,,,,,,,,,,,,,,
結核桿菌,结核杆菌,jie2 he2 gan3 jun1],tubercle bacillus,,,,,,,,,,,,,,,,,
結核病,结核病,jie2 he2 bing4],tuberculosis,,,,,,,,,,,,,,,,,
結核菌素,结核菌素,jie2 he2 jun1 su4],tubercule bacillus,,,,,,,,,,,,,,,,,
結案,结案,jie2 an4],to conclude a case,to wind up,,,,,,,,,,,,,,,,
結梁子,结梁子,jie2 liang2 zi5],(slang) to start a feud,to have a beef,,,,,,,,,,,,,,,,
結業,结业,jie2 ye4],to finish school esp. a short course,to complete a course,,,,,,,,,,,,,,,,
結構,结构,jie2 gou4],structure,composition,makeup,architecture,CL:座[zuo4]個|个[ge4],,,,,,,,,,,,,
結構主義,结构主义,jie2 gou4 zhu3 yi4],structuralism,,,,,,,,,,,,,,,,,
結構助詞,结构助词,jie2 gou4 zhu4 ci2],structural particle such as 的[de5] 地[de5] 得[de5] and 所[suo3],,,,,,,,,,,,,,,,,
結構式,结构式,jie2 gou4 shi4],structural formula (chemistry),,,,,,,,,,,,,,,,,
結構理論,结构理论,jie2 gou4 li3 lun4],structural theory (physics),,,,,,,,,,,,,,,,,
結歡,结欢,jie2 huan1],on friendly terms,,,,,,,,,,,,,,,,,
結殼,结壳,jie2 ke2],crust,crusting,incrustation,,,,,,,,,,,,,,,
結清,结清,jie2 qing1],to settle (an account),to square up,,,,,,,,,,,,,,,,
結球甘藍,结球甘蓝,jie2 qiu2 gan1 lan2],cabbage,,,,,,,,,,,,,,,,,
結疤,结疤,jie2 ba1],to form a scar,to form a scab,,,,,,,,,,,,,,,,
結痂,结痂,jie2 jia1],scab,to form a scab,,,,,,,,,,,,,,,,
結盟,结盟,jie2 meng2],to form an alliance,to ally oneself with,allied with,aligned,to bond with,,,,,,,,,,,,,
結石,结石,jie2 shi2],calculus,stone,,,,,,,,,,,,,,,,
結社自由,结社自由,jie2 she4 zi4 you2],(constitutional) freedom of association,,,,,,,,,,,,,,,,,
結算,结算,jie2 suan4],to settle a bill,to close an account,,,,,,,,,,,,,,,,
結算方式,结算方式,jie2 suan4 fang1 shi4],settlement terms (accountancy law),,,,,,,,,,,,,,,,,
結節,结节,jie2 jie2],nodule,tubercle,,,,,,,,,,,,,,,,
結納,结纳,jie2 na4],to make friends,to form friendship,,,,,,,,,,,,,,,,
結結巴巴,结结巴巴,jie1 jie1 ba1 ba5],stammeringly,,,,,,,,,,,,,,,,,
結締組織,结缔组织,jie2 di4 zu3 zhi1],connective tissue,,,,,,,,,,,,,,,,,
結緣,结缘,jie2 yuan2],to form ties,to become attached (to sb sth),,,,,,,,,,,,,,,,
結縭,结缡,jie2 li2],to marry,to tie the bridal veil,,,,,,,,,,,,,,,,
結纓,结缨,jie2 ying1],to die a hero,martyrdom in a good cause,,,,,,,,,,,,,,,,
結義,结义,jie2 yi4],to swear brotherhood,,,,,,,,,,,,,,,,,
結脈,结脉,jie2 mai4],knotted or slow pulse (TCM),,,,,,,,,,,,,,,,,
結腸,结肠,jie2 chang2],colon (large intestine),,,,,,,,,,,,,,,,,
結腸炎,结肠炎,jie2 chang2 yan2],colitis (medicine),,,,,,,,,,,,,,,,,
結腸鏡檢查,结肠镜检查,jie2 chang2 jing4 jian3 cha2],colonoscopy,,,,,,,,,,,,,,,,,
結膜,结膜,jie2 mo2],conjunctiva (membrane surrounding the eyeball),,,,,,,,,,,,,,,,,
結膜炎,结膜炎,jie2 mo2 yan2],conjunctivitis,,,,,,,,,,,,,,,,,
結舌,结舌,jie2 she2],tongue-tied,unable to speak (out of surprise embarrassment etc),,,,,,,,,,,,,,,,
結草,结草,jie2 cao3],deep gratitude up to death,,,,,,,,,,,,,,,,,
結草銜環,结草衔环,jie2 cao3 xian2 huan2],to repay sb's kind acts (idiom),,,,,,,,,,,,,,,,,
結褵,结褵,jie2 li2],to marry,to tie the bridal veil,,,,,,,,,,,,,,,,
結親,结亲,jie2 qin1],to marry,,,,,,,,,,,,,,,,,
結記,结记,jie2 ji4],to remember,to concern oneself with,,,,,,,,,,,,,,,,
結語,结语,jie2 yu3],concluding remarks,,,,,,,,,,,,,,,,,
結論,结论,jie2 lun4],conclusion,verdict,CL:個|个[ge4],to conclude,to reach a verdict,,,,,,,,,,,,,
結識,结识,jie2 shi2],to get to know sb,to meet sb for the first time,,,,,,,,,,,,,,,,
結賬,结账,jie2 zhang4],to pay the bill,to settle accounts,also written 結帳|结帐,,,,,,,,,,,,,,,
結連,结连,jie2 lian2],linked in a chain,,,,,,,,,,,,,,,,,
結隊,结队,jie2 dui4],to troop (of soldiers etc),convoy,,,,,,,,,,,,,,,,
結隊成群,结队成群,jie2 dui4 cheng2 qun2],to form a large group (idiom),,,,,,,,,,,,,,,,,
結餘,结余,jie2 yu2],balance,cash surplus,,,,,,,,,,,,,,,,
結髮,结发,jie2 fa4],(in former times) to bind one's hair on coming of age,,,,,,,,,,,,,,,,,
結點,结点,jie2 dian3],joint,node,,,,,,,,,,,,,,,,
結黨,结党,jie2 dang3],to form a clique,,,,,,,,,,,,,,,,,
結黨營私,结党营私,jie2 dang3 ying2 si1],to gang up for personal interest (idiom),to form a clique,,,,,,,,,,,,,,,,
絓,絓,gua4],to hinder,to offend,to form,unique,,,,,,,,,,,,,,
絓,絓,kua1],type of coarse silk,bag used to wrap silk before washing,,,,,,,,,,,,,,,,
絕,绝,jue2],to cut short,extinct,to disappear,to vanish,absolutely,by no means,,,,,,,,,,,,
絕不,绝不,jue2 bu4],in no way,not in the least,absolutely not,,,,,,,,,,,,,,,
絕世,绝世,jue2 shi4],unique,exceptional,,,,,,,,,,,,,,,,
絕世佳人,绝世佳人,jue2 shi4 jia1 ren2],a woman of unmatched beauty (idiom),,,,,,,,,,,,,,,,,
絕交,绝交,jue2 jiao1],to break off relations,to break with sb,,,,,,,,,,,,,,,,
絕代,绝代,jue2 dai4],peerless,unmatched in his generation,incomparable (talent beauty),,,,,,,,,,,,,,,
絕代佳人,绝代佳人,jue2 dai4 jia1 ren2],beauty unmatched in her generation (idiom); woman of peerless elegance,prettiest girl ever,,,,,,,,,,,,,,,,
絕佳,绝佳,jue2 jia1],exceptionally good,,,,,,,,,,,,,,,,,
絕倒,绝倒,jue2 dao3],to split one's sides laughing,,,,,,,,,,,,,,,,,
絕倫,绝伦,jue2 lun2],outstanding,peerless,beyond compare,,,,,,,,,,,,,,,
絕口不提,绝口不提,jue2 kou3 bu4 ti2],lips sealed and not saying anything (idiom); fig. to omit mention (of a non-person or embarrassing topic),to censor,,,,,,,,,,,,,,,,
絕句,绝句,jue2 ju4],quatrain (poetic form),,,,,,,,,,,,,,,,,
絕命,绝命,jue2 ming4],to commit suicide,to have one's life cut short,,,,,,,,,,,,,,,,
絕命書,绝命书,jue2 ming4 shu1],suicide note,,,,,,,,,,,,,,,,,
絕品,绝品,jue2 pin3],peerless artwork,absolute gem,,,,,,,,,,,,,,,,
絕唱,绝唱,jue2 chang4],most perfect song,,,,,,,,,,,,,,,,,
絕地,绝地,jue2 di4],danger spot,Jedi (in Star Wars),,,,,,,,,,,,,,,,
絕域,绝域,jue2 yu4],a faraway and hard-to-reach land (classical),,,,,,,,,,,,,,,,,
絕境,绝境,jue2 jing4],impasse,desperate straits,abbr. for 絕望的境地|绝望的境地[jue2 wang4 de5 jing4 di4],,,,,,,,,,,,,,,
絕壁,绝壁,jue2 bi4],precipice,,,,,,,,,,,,,,,,,
絕大多數,绝大多数,jue2 da4 duo1 shu4],absolute majority,overwhelming majority,,,,,,,,,,,,,,,,
絕大部分,绝大部分,jue2 da4 bu4 fen5],overwhelming majority,,,,,,,,,,,,,,,,,
絕妙,绝妙,jue2 miao4],exquisite,,,,,,,,,,,,,,,,,
絕密,绝密,jue2 mi4],top secret,,,,,,,,,,,,,,,,,
絕密文件,绝密文件,jue2 mi4 wen2 jian4],top secret document,classified papers,,,,,,,,,,,,,,,,
絕對,绝对,jue2 dui4],absolute,unconditional,,,,,,,,,,,,,,,,
絕對值,绝对值,jue2 dui4 zhi2],absolute value,,,,,,,,,,,,,,,,,
絕對地址,绝对地址,jue2 dui4 di4 zhi3],absolute address (computing),,,,,,,,,,,,,,,,,
絕對大多數,绝对大多数,jue2 dui4 da4 duo1 shu4],an absolute majority,an overwhelming majority,,,,,,,,,,,,,,,,
絕對數字,绝对数字,jue2 dui4 shu4 zi4],absolute (as opposed to relative) number,,,,,,,,,,,,,,,,,
絕對權,绝对权,jue2 dui4 quan2],(law) absolute rights,erga omnes rights,,,,,,,,,,,,,,,,
絕對溫度,绝对温度,jue2 dui4 wen1 du4],absolute temperature,,,,,,,,,,,,,,,,,
絕對濕度,绝对湿度,jue2 dui4 shi1 du4],absolute humidity,,,,,,,,,,,,,,,,,
絕對觀念,绝对观念,jue2 dui4 guan1 nian4],absolute idea (in Hegel's philosophy),,,,,,,,,,,,,,,,,
絕對連續,绝对连续,jue2 dui4 lian2 xu4],absolutely continuous (math),,,,,,,,,,,,,,,,,
絕對零度,绝对零度,jue2 dui4 ling2 du4],absolute zero,,,,,,,,,,,,,,,,,
絕對高度,绝对高度,jue2 dui4 gao1 du4],absolute temperature,,,,,,,,,,,,,,,,,
絕情,绝情,jue2 qing2],heartless,without regard for others' feelings,,,,,,,,,,,,,,,,
絕技,绝技,jue2 ji4],consummate skill,supreme feat,tour-de-force,stunt,,,,,,,,,,,,,,
絕招,绝招,jue2 zhao1],unique skill,unexpected tricky move (as a last resort),masterstroke,finishing blow,,,,,,,,,,,,,,
絕景,绝景,jue2 jing3],stunning scenery,,,,,,,,,,,,,,,,,
絕望,绝望,jue2 wang4],to despair,to give up all hope,desperate,desperation,,,,,,,,,,,,,,
絕望的境地,绝望的境地,jue2 wang4 de5 jing4 di4],desperate straits,impossible situation,,,,,,,,,,,,,,,,
絕殺,绝杀,jue2 sha1],to deal the fatal blow (sports chess etc),to score the winning point,,,,,,,,,,,,,,,,
絕氣,绝气,jue2 qi4],to expire,,,,,,,,,,,,,,,,,
絕活,绝活,jue2 huo2],specialty,unique skill,,,,,,,,,,,,,,,,
絕滅,绝灭,jue2 mie4],to annihilate,to exterminate,extinction,,,,,,,,,,,,,,,
絕無僅有,绝无仅有,jue2 wu2 jin3 you3],one and only (idiom); rarely seen,unique of its kind,,,,,,,,,,,,,,,,
絕然,绝然,jue2 ran2],completely,absolutely,,,,,,,,,,,,,,,,
絕熱,绝热,jue2 re4],to insulate thermally,(physics) adiabatic,,,,,,,,,,,,,,,,
絕熱漆,绝热漆,jue2 re4 qi1],heat-resistant paint,,,,,,,,,,,,,,,,,
絕版,绝版,jue2 ban3],out of print,,,,,,,,,,,,,,,,,
絕產,绝产,jue2 chan3],crop failure,property left with no-one to inherit,sterilization,,,,,,,,,,,,,,,
絕症,绝症,jue2 zheng4],incurable disease,terminal illness,,,,,,,,,,,,,,,,
絕種,绝种,jue2 zhong3],extinct (species),extinction,,,,,,,,,,,,,,,,
絕筆,绝笔,jue2 bi3],words written on one’s deathbed,an artist's final work,swansong,,,,,,,,,,,,,,,
絕糧,绝粮,jue2 liang2],provisions are exhausted,out of food,,,,,,,,,,,,,,,,
絕經,绝经,jue2 jing1],menopause,,,,,,,,,,,,,,,,,
絕緣,绝缘,jue2 yuan2],to have no contact with,to be cut off from,(electricity) to insulate,,,,,,,,,,,,,,,
絕緣體,绝缘体,jue2 yuan2 ti3],electrical insulation,heat insulation,,,,,,,,,,,,,,,,
絕罰,绝罚,jue2 fa2],to excommunicate,,,,,,,,,,,,,,,,,
絕育,绝育,jue2 yu4],to sterilize,to spay,,,,,,,,,,,,,,,,
絕色,绝色,jue2 se4],(of a woman) remarkably beautiful,stunning,,,,,,,,,,,,,,,,
絕處逢生,绝处逢生,jue2 chu3 feng2 sheng1],to come back from death's door (idiom); unexpected rescue from danger,fig. to recover from a seemingly impossible situation,to find a way out of a predicament,,,,,,,,,,,,,,,
絕詣,绝诣,jue2 yi4],profoundly well-versed,,,,,,,,,,,,,,,,,
絕讚,绝赞,jue2 zan4],amazing,awesome,ultimate,,,,,,,,,,,,,,,
絕跡,绝迹,jue2 ji4],to be eradicated,to vanish,extinct,to break off relations,,,,,,,,,,,,,,
絕配,绝配,jue2 pei4],perfect match,,,,,,,,,,,,,,,,,
絕門兒,绝门儿,jue2 men2 r5],extinct profession,lost trade,unique skill,astonishing,fantastic,,,,,,,,,,,,,
絕非,绝非,jue2 fei1],absolutely not,,,,,,,,,,,,,,,,,
絕頂聰明,绝顶聪明,jue2 ding3 cong1 ming5],extremely bright (idiom),,,,,,,,,,,,,,,,,
絕食,绝食,jue2 shi2],to go on a hunger strike,,,,,,,,,,,,,,,,,
絕食抗議,绝食抗议,jue2 shi2 kang4 yi4],hunger strike,,,,,,,,,,,,,,,,,
絖,絖,kuang4],fine floss-silk or cotton,,,,,,,,,,,,,,,,,
絘,絘,ci4],ancient tax in the form of bales of cloth,,,,,,,,,,,,,,,,,
絘布,絘布,ci4 bu4],ancient tax in the form of bales of cloth,,,,,,,,,,,,,,,,,
絚,絚,geng1],old variant of 緪[geng1],,,,,,,,,,,,,,,,,
絛,绦,di2],see 絛綸|绦纶[di2 lun2],,,,,,,,,,,,,,,,,
絛,绦,tao1],braid,cord,sash,,,,,,,,,,,,,,,
絛子,绦子,tao1 zi5],silk ribbon or braid,lace or embroidery used for hemming,,,,,,,,,,,,,,,,
絛帶,绦带,tao1 dai4],silk ribbon,silk braid,,,,,,,,,,,,,,,,
絛綸,绦纶,di2 lun2],variant of 滌綸|涤纶[di2 lun2],,,,,,,,,,,,,,,,,
絛蟲,绦虫,tao1 chong2],tapeworm,,,,,,,,,,,,,,,,,
絛蟲綱,绦虫纲,tao1 chong2 gang1],Cestoda (an order of flatworms),,,,,,,,,,,,,,,,,
絜,絜,jie2],clean,,,,,,,,,,,,,,,,,
絜,絜,xie2],marking line,pure,to regulate,,,,,,,,,,,,,,,
絝,绔,ku4],variant of 褲|裤[ku4],,,,,,,,,,,,,,,,,
絞,绞,jiao3],to twist (strands into a thread),to entangle,to wring,to hang (by the neck),to turn,to wind,classifier for skeins of yarn,,,,,,,,,,,
絞刀,绞刀,jiao3 dao1],reamer,,,,,,,,,,,,,,,,,
絞刑,绞刑,jiao3 xing2],to execute by hanging,,,,,,,,,,,,,,,,,
絞刑架,绞刑架,jiao3 xing2 jia4],gibbet,hanging post,,,,,,,,,,,,,,,,
絞扭,绞扭,jiao3 niu3],to wring,,,,,,,,,,,,,,,,,
絞死,绞死,jiao3 si3],to hang,,,,,,,,,,,,,,,,,
絞痛,绞痛,jiao3 tong4],sharp pain,cramp,griping pain,colic,angina cf 心絞痛|心绞痛,,,,,,,,,,,,,
絞盡腦汁,绞尽脑汁,jiao3 jin4 nao3 zhi1],to rack one's brains,,,,,,,,,,,,,,,,,
絞盤,绞盘,jiao3 pan2],capstan,,,,,,,,,,,,,,,,,
絞索,绞索,jiao3 suo3],a noose for hanging criminals,,,,,,,,,,,,,,,,,
絞縊,绞缢,jiao3 yi4],to be hanged,to hang oneself,,,,,,,,,,,,,,,,
絞肉,绞肉,jiao3 rou4],minced meat,,,,,,,,,,,,,,,,,
絞肉機,绞肉机,jiao3 rou4 ji1],meat grinder,,,,,,,,,,,,,,,,,
絞腦汁,绞脑汁,jiao3 nao3 zhi1],to rack one's brains,,,,,,,,,,,,,,,,,
絞車,绞车,jiao3 che1],winch,windlass,,,,,,,,,,,,,,,,
絡,络,lao4],small net,,,,,,,,,,,,,,,,,
絡,络,luo4],net-like object,to hold sth in place with a net,to wind,to twist,(TCM) channels in the human body,,,,,,,,,,,,,
絡繹,络绎,luo4 yi4],continuous,unending,,,,,,,,,,,,,,,,
絡繹不絕,络绎不绝,luo4 yi4 bu4 jue2],continuously; in an endless stream (idiom),,,,,,,,,,,,,,,,,
絡腮鬍子,络腮胡子,luo4 sai1 hu2 zi5],full beard,,,,,,,,,,,,,,,,,
絢,绚,xuan4],adorned,swift,gorgeous,brilliant,variegated,,,,,,,,,,,,,
絢爛,绚烂,xuan4 lan4],splendid,gorgeous,dazzling,,,,,,,,,,,,,,,
絢麗,绚丽,xuan4 li4],gorgeous,magnificent,,,,,,,,,,,,,,,,
絢麗多彩,绚丽多彩,xuan4 li4 duo1 cai3],bright and colorful,gorgeous,,,,,,,,,,,,,,,,
絣,絣,bing3],Ikat a type of woven silk,Kasuri,,,,,,,,,,,,,,,,
給,给,gei3],to,for,for the benefit of,to give,to allow,to do sth (for sb),(grammatical equivalent of 被),(grammatical equivalent of 把),(sentence intensifier),,,,,,,,,
給,给,ji3],to supply,to provide,,,,,,,,,,,,,,,,
給予,给予,ji3 yu3],to accord,to give,to show (respect),,,,,,,,,,,,,,,
給事,给事,gei3 shi4],official (imperial) position (old),,,,,,,,,,,,,,,,,
給以,给以,gei3 yi3],to give,to grant,,,,,,,,,,,,,,,,
給你點顏色看看,给你点颜色看看,gei3 ni3 dian3 yan2 se4 kan4 kan5],(I'll) teach you a lesson,put you in your place,,,,,,,,,,,,,,,,
給力,给力,gei3 li4],cool,nifty,awesome,impressive,to put in extra effort,,,,,,,,,,,,,
給定,给定,gei3 ding4],to state in advance,preset,given,,,,,,,,,,,,,,,
給皂器,给皂器,ji3 zao4 qi4],soap dispenser,,,,,,,,,,,,,,,,,
給與,给与,ji3 yu3],variant of 給予|给予[ji3 yu3],,,,,,,,,,,,,,,,,
絨,绒,rong2],velvet,woolen,,,,,,,,,,,,,,,,
絨布,绒布,rong2 bu4],flannel,,,,,,,,,,,,,,,,,
絨毛,绒毛,rong2 mao2],fur,down (soft fur),villi capillary (in the small intestine),,,,,,,,,,,,,,,
絨毛性腺激素,绒毛性腺激素,rong2 mao2 xing4 xian4 ji1 su4],human chrionic gonodocophin (HCG),,,,,,,,,,,,,,,,,
絨球,绒球,rong2 qiu2],pompon,,,,,,,,,,,,,,,,,
絨線,绒线,rong2 xian4],wool,woolen thread,,,,,,,,,,,,,,,,
絨螯蟹,绒螯蟹,rong2 ao2 xie4],mitten crab (Eriocheir sinensis),,,,,,,,,,,,,,,,,
絨額鳾,绒额䴓,rong2 e2 shi1],(bird species of China) velvet-fronted nuthatch (Sitta frontalis),,,,,,,,,,,,,,,,,
絪,絪,yin1],generative force,magic emanation,,,,,,,,,,,,,,,,
絫,絫,lei3],variant of 累[lei3] to accumulate,,,,,,,,,,,,,,,,,
絮,絮,xu4],cotton wadding,fig. padding,long-winded,,,,,,,,,,,,,,,
絮叨,絮叨,xu4 dao5],long-winded,garrulous,to talk endlessly without getting to the point,,,,,,,,,,,,,,,
絮嘴,絮嘴,xu4 zui3],to chatter endlessly,,,,,,,,,,,,,,,,,
絮棉,絮棉,xu4 mian2],cotton wadding,,,,,,,,,,,,,,,,,
絮煩,絮烦,xu4 fan2],boring prattle,,,,,,,,,,,,,,,,,
絮片,絮片,xu4 pian4],floccule,a wisp of material precipitated from liquid,,,,,,,,,,,,,,,,
絮狀物,絮状物,xu4 zhuang4 wu4],floccule,a wisp of material precipitated from liquid,,,,,,,,,,,,,,,,
絮球,絮球,xu4 qiu2],ball of fluff (containing seeds) e.g. a dandelion clock,,,,,,,,,,,,,,,,,
絮絮,絮絮,xu4 xu5],endless prattle,to chatter incessantly,,,,,,,,,,,,,,,,
絮絮叨叨,絮絮叨叨,xu4 xu5 dao1 dao1],long-winded,garrulous,to talk endlessly without getting to the point,,,,,,,,,,,,,,,
絮聒,絮聒,xu4 guo1],noisy prattle,to chatter loudly,,,,,,,,,,,,,,,,
絮語,絮语,xu4 yu3],to chatter incessantly,,,,,,,,,,,,,,,,,
絮說,絮说,xu4 shuo1],to chatter endlessly,,,,,,,,,,,,,,,,,
絰,绖,die2],hempen band worn on the head or waist by a mourner,,,,,,,,,,,,,,,,,
統,统,tong3],to gather,to unite,to unify,whole,,,,,,,,,,,,,,
統一,统一,tong3 yi1],to unify,to unite,to integrate,,,,,,,,,,,,,,,
統一口徑,统一口径,tong3 yi1 kou3 jing4],lit. one-track path; fig. to adopt a unified approach to discussing an issue,to sing from the same hymn-sheet,,,,,,,,,,,,,,,,
統一思想,统一思想,tong3 yi1 si1 xiang3],with the same idea in mind,with a common purpose,,,,,,,,,,,,,,,,
統一性,统一性,tong3 yi1 xing4],unity,,,,,,,,,,,,,,,,,
統一戰線,统一战线,tong3 yi1 zhan4 xian4],united front,,,,,,,,,,,,,,,,,
統一戰線工作部,统一战线工作部,Tong3 yi1 Zhan4 xian4 Gong1 zuo4 bu4],United Front Work Department of CPC Central Committee (UFWD),,,,,,,,,,,,,,,,,
統一招生,统一招生,tong3 yi1 zhao1 sheng1],national unified entrance exam,,,,,,,,,,,,,,,,,
統一新羅,统一新罗,tong3 yi1 Xin1 luo2],unified Silla (658-935) Korean kingdom,,,,,,,,,,,,,,,,,
統一發票,统一发票,tong3 yi1 fa1 piao4],invoice,,,,,,,,,,,,,,,,,
統一碼,统一码,tong3 yi1 ma3],Unicode,,,,,,,,,,,,,,,,,
統一規劃,统一规划,tong3 yi1 gui1 hua4],integrated program,,,,,,,,,,,,,,,,,
統一資源,统一资源,tong3 yi1 zi1 yuan2],unified resource,,,,,,,,,,,,,,,,,
統一資源定位,统一资源定位,tong3 yi1 zi1 yuan2 ding4 wei4],universal resource locator (URL) i.e. webaddress,,,,,,,,,,,,,,,,,
統一資源定位符,统一资源定位符,tong3 yi1 zi1 yuan2 ding4 wei4 fu2],universal resource locator (URL) i.e. webaddress,,,,,,,,,,,,,,,,,
統一體,统一体,tong3 yi1 ti3],whole,single entity,,,,,,,,,,,,,,,,
統假設,统假设,tong3 jia3 she4],hypothesis,conjecture,,,,,,,,,,,,,,,,
統共,统共,tong3 gong4],altogether,in total,,,,,,,,,,,,,,,,
統制,统制,tong3 zhi4],to control,,,,,,,,,,,,,,,,,
統屬,统属,tong3 shu3],subordination,line of command,,,,,,,,,,,,,,,,
統帥,统帅,tong3 shuai4],command,commander-in-chief,,,,,,,,,,,,,,,,
統建,统建,tong3 jian4],to develop as a government project,to construct under the authority of a commission,,,,,,,,,,,,,,,,
統御,统御,tong3 yu4],control,,,,,,,,,,,,,,,,,
統感,统感,tong3 gan3],feeling of togetherness,,,,,,,,,,,,,,,,,
統戰,统战,tong3 zhan4],united front (abbr. for 統一戰線|统一战线),consolidation,,,,,,,,,,,,,,,,
統戰部,统战部,Tong3 Zhan4 bu4],United Front Work Department of CPC Central Committee (UFWD),abbr. for 統一戰線工作部|统一战线工作部[Tong3 yi1 Zhan4 xian4 Gong1 zuo4 bu4],,,,,,,,,,,,,,,,
統攝,统摄,tong3 she4],to command,,,,,,,,,,,,,,,,,
統攬,统揽,tong3 lan3],to be in overall charge,to have overall control,,,,,,,,,,,,,,,,
統治,统治,tong3 zhi4],to rule (a country),to govern,rule,regime,,,,,,,,,,,,,,
統治權,统治权,tong3 zhi4 quan2],sovereignty,dominion,dominance,,,,,,,,,,,,,,,
統治者,统治者,tong3 zhi4 zhe3],ruler,,,,,,,,,,,,,,,,,
統漢字,统汉字,tong3 Han4 zi4],Unihan,China Japan Korea (CJK) unified ideographs,abbr. for 中日韓統一表意文字|中日韩统一表意文字[Zhong1 Ri4 Han2 tong3 yi1 biao3 yi4 wen2 zi4],,,,,,,,,,,,,,,
統獨,统独,tong3 du2],unification and independence,,,,,,,,,,,,,,,,,
統率,统率,tong3 shuai4],to command,to direct,,,,,,,,,,,,,,,,
統稱,统称,tong3 cheng1],to be collectively called,collective term,general designation,,,,,,,,,,,,,,,
統稱為,统称为,tong3 cheng1 wei2],collectively known as,to call sth as a group,,,,,,,,,,,,,,,,
統管,统管,tong3 guan3],unified administration,,,,,,,,,,,,,,,,,
