traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
統籌,统筹,tong3 chou2],an overall plan,to plan an entire project as a whole,,,,,,,,,,,,,,,,
統籌兼顧,统筹兼顾,tong3 chou2 jian1 gu4],an overall plan taking into account all factors,,,,,,,,,,,,,,,,,
統統,统统,tong3 tong3],totally,,,,,,,,,,,,,,,,,
統考,统考,tong3 kao3],unified examination (e.g. across the country),,,,,,,,,,,,,,,,,
統艙,统舱,tong3 cang1],common passenger accommodation in the hold of a ship,steerage,,,,,,,,,,,,,,,,
統計,统计,tong3 ji4],statistics,to count,to add up,,,,,,,,,,,,,,,
統計員,统计员,tong3 ji4 yuan2],statistician,,,,,,,,,,,,,,,,,
統計學,统计学,tong3 ji4 xue2],statistics,,,,,,,,,,,,,,,,,
統計數據,统计数据,tong3 ji4 shu4 ju4],statistical data,,,,,,,,,,,,,,,,,
統計結果,统计结果,tong3 ji4 jie2 guo3],statistical results,,,,,,,,,,,,,,,,,
統計表,统计表,tong3 ji4 biao3],statistical table,chart,,,,,,,,,,,,,,,,
統讀,统读,tong3 du2],standard (unified) pronunciation of a character with multiple readings as stipulated by the PRC Ministry of Education in 1985,,,,,,,,,,,,,,,,,
統貨,统货,tong3 huo4],unified goods,goods in the command economy that are not graded by quality and uniformly priced,,,,,,,,,,,,,,,,
統購,统购,tong3 gou4],state purchasing monopoly,unified government purchase,,,,,,,,,,,,,,,,
統購派購,统购派购,tong3 gou4 pai4 gou4],unified government purchase at fixed price (esp of farm products),,,,,,,,,,,,,,,,,
統購統銷,统购统销,tong3 gou4 tong3 xiao1],state monopoly of purchasing and marketing,,,,,,,,,,,,,,,,,
統轄,统辖,tong3 xia2],to govern,to have complete control over,to be in command of,,,,,,,,,,,,,,,
統通,统通,tong3 tong1],everything,,,,,,,,,,,,,,,,,
統配,统配,tong3 pei4],a unified distribution,a unified allocation,,,,,,,,,,,,,,,,
統銷,统销,tong3 xiao1],state marketing monopoly,,,,,,,,,,,,,,,,,
統鋪,统铺,tong3 pu4],a common bed (to sleep many),,,,,,,,,,,,,,,,,
統領,统领,tong3 ling3],to lead,to command,commander,officer,,,,,,,,,,,,,,
統馭,统驭,tong3 yu4],to control,,,,,,,,,,,,,,,,,
絲,丝,si1],silk,thread,trace,CL:條|条[tiao2],classifier: a thread (of cloud smoke etc) a bit an iota a hint (of sth) etc,,,,,,,,,,,,,
絲光椋鳥,丝光椋鸟,si1 guang1 liang2 niao3],(bird species of China) red-billed starling (Spodiopsar sericeus),,,,,,,,,,,,,,,,,
絲巾,丝巾,si1 jin1],headscarf,kerchief,silk neckband,,,,,,,,,,,,,,,
絲帶,丝带,si1 dai4],ribbon,,,,,,,,,,,,,,,,,
絲柏,丝柏,si1 bo2],cypress,,,,,,,,,,,,,,,,,
絲毫,丝毫,si1 hao2],the slightest amount or degree,a bit,,,,,,,,,,,,,,,,
絲毫不差,丝毫不差,si1 hao2 bu4 cha1],accurate to perfection (idiom),precise to the finest detail,,,,,,,,,,,,,,,,
絲氨酸,丝氨酸,si1 an1 suan1],serine (Ser) an amino acid,,,,,,,,,,,,,,,,,
絲狀,丝状,si1 zhuang4],thread-like,,,,,,,,,,,,,,,,,
絲狀物,丝状物,si1 zhuang4 wu4],filament,,,,,,,,,,,,,,,,,
絲瓜,丝瓜,si1 gua1],luffa (loofah),,,,,,,,,,,,,,,,,
絲盤蟲,丝盘虫,si1 pan2 chong2],Trichoplax adhaerens (biology),,,,,,,,,,,,,,,,,
絲竹,丝竹,si1 zhu2],traditional Chinese musical instruments,music,,,,,,,,,,,,,,,,
絲絛,丝绦,si1 tao1],silk waistband,,,,,,,,,,,,,,,,,
絲絨,丝绒,si1 rong2],velvet,,,,,,,,,,,,,,,,,
絲絲小雨,丝丝小雨,si1 si1 xiao3 yu3],fine drizzle,,,,,,,,,,,,,,,,,
絲綢,丝绸,si1 chou2],silk cloth,silk,,,,,,,,,,,,,,,,
絲綢之路,丝绸之路,Si1 chou2 zhi1 Lu4],the Silk Road,,,,,,,,,,,,,,,,,
絲綢古路,丝绸古路,Si1 chou2 Gu3 lu4],the ancient Silk Road,see also 絲綢之路|丝绸之路[Si1 chou2 zhi1 Lu4],,,,,,,,,,,,,,,,
絲綢織物,丝绸织物,si1 chou2 zhi1 wu4],silk fabric,,,,,,,,,,,,,,,,,
絲網,丝网,si1 wang3],silk screen,screen (printing),,,,,,,,,,,,,,,,
絲綿,丝绵,si1 mian2],silk floss,down,,,,,,,,,,,,,,,,
絲線,丝线,si1 xian4],thread,silk yarn,,,,,,,,,,,,,,,,
絲縷,丝缕,si1 lu:3],silk thread,,,,,,,,,,,,,,,,,
絲織品,丝织品,si1 zhi1 pin3],item made from woven silk or rayon,,,,,,,,,,,,,,,,,
絲織物,丝织物,si1 zhi1 wu4],woven silk fabric,,,,,,,,,,,,,,,,,
絲襪,丝袜,si1 wa4],stockings,pantyhose,,,,,,,,,,,,,,,,
絲足,丝足,si1 zu2],feet and legs in silk stockings (especially in the massage context),,,,,,,,,,,,,,,,,
絲路,丝路,Si1 Lu4],the Silk Road,abbr. for 絲綢之路|丝绸之路[Si1 chou2 zhi1 Lu4],,,,,,,,,,,,,,,,
絲雨,丝雨,si1 yu3],drizzle,fine rain,,,,,,,,,,,,,,,,
絳,绛,Jiang4],capital of the Jin State during the Spring and Autumn Period (770-475 BC),,,,,,,,,,,,,,,,,
絳,绛,jiang4],purple-red,,,,,,,,,,,,,,,,,
絳紫,绛紫,jiang4 zi3],dark reddish purple,,,,,,,,,,,,,,,,,
絳縣,绛县,Jiang4 xian4],Jiang county in Yuncheng 運城|运城[Yun4 cheng2] Shanxi,,,,,,,,,,,,,,,,,
絵,絵,hui4],Japanese variant of 繪|绘,,,,,,,,,,,,,,,,,
絶,绝,jue2],variant of 絕|绝[jue2],,,,,,,,,,,,,,,,,
絹,绢,juan4],thin tough silk fabric,,,,,,,,,,,,,,,,,
絺,絺,chi1],fine fibers of hemp,linen,,,,,,,,,,,,,,,,
絻,絻,mian3],old variant of 冕[mian3],,,,,,,,,,,,,,,,,
絻,絻,wen4],(old) mourning apparel,,,,,,,,,,,,,,,,,
絿,絿,qiu2],urgent,pressing,,,,,,,,,,,,,,,,
綀,綀,shu1],a kind of sackcloth,,,,,,,,,,,,,,,,,
綁,绑,bang3],to tie,bind or fasten together,to kidnap,,,,,,,,,,,,,,,
綁住,绑住,bang3 zhu4],to fasten,to bind,,,,,,,,,,,,,,,,
綁匪,绑匪,bang3 fei3],kidnapper,,,,,,,,,,,,,,,,,
綁定,绑定,bang3 ding4],binding (loanword),to bind (e.g. an account to a mobile phone number),,,,,,,,,,,,,,,,
綁帶,绑带,bang3 dai4],bandage,puttee,,,,,,,,,,,,,,,,
綁架,绑架,bang3 jia4],to kidnap,to abduct,to hijack,a kidnapping,abduction,staking,,,,,,,,,,,,
綁樁,绑桩,bang3 zhuang1],(Tw) to buy off influential people (in an election a call for tenders etc),,,,,,,,,,,,,,,,,
綁標,绑标,bang3 biao1],bid rigging,collusive tendering,,,,,,,,,,,,,,,,
綁票,绑票,bang3 piao4],to kidnap (for ransom),,,,,,,,,,,,,,,,,
綁紮,绑扎,bang3 za1],to bind,to wrap up,binding (computer science),,,,,,,,,,,,,,,
綁縛,绑缚,bang3 fu4],to tie up,to bind,to tether,bondage (BDSM),,,,,,,,,,,,,,
綁腿,绑腿,bang3 tui3],leg wrappings,puttee,gaiters,leggings,,,,,,,,,,,,,,
綁走,绑走,bang3 zou3],to abduct,to kidnap,,,,,,,,,,,,,,,,
綁赴市曹,绑赴市曹,bang3 fu4 shi4 cao2],to bind up and take to the market (idiom); to take a prisoner to the town center for execution,,,,,,,,,,,,,,,,,
綂,綂,tong3],old variant of 統|统[tong3],,,,,,,,,,,,,,,,,
綃,绡,xiao1],raw silk,,,,,,,,,,,,,,,,,
綅,綅,qin1],red silk crest of helmet,,,,,,,,,,,,,,,,,
綆,绠,geng3],rope,well-rope,,,,,,,,,,,,,,,,
綈,绨,ti2],coarse greenish black pongee,,,,,,,,,,,,,,,,,
綉,绣,xiu4],variant of 繡|绣[xiu4],,,,,,,,,,,,,,,,,
綌,绤,xi4],coarse hempen fabric,,,,,,,,,,,,,,,,,
綍,綍,fu2],heavy rope,ropes of a bier,,,,,,,,,,,,,,,,
綎,綎,ting1],silk braided cord,,,,,,,,,,,,,,,,,
綏,绥,sui2],to pacify,Taiwan pr. [sui1],,,,,,,,,,,,,,,,
綏中,绥中,Sui2 zhong1],Suizhong county in Huludao 葫蘆島|葫芦岛 Liaoning,,,,,,,,,,,,,,,,,
綏中縣,绥中县,Sui2 zhong1 xian4],Suizhong county in Huludao 葫蘆島|葫芦岛 Liaoning,,,,,,,,,,,,,,,,,
綏化,绥化,Sui2 hua4],Suihua prefecture level city in Heilongjiang province 黑龍江|黑龙江[Hei1 long2 jiang1] in northeast China,,,,,,,,,,,,,,,,,
綏化地區,绥化地区,Sui2 hua4 di4 qu1],Suihua prefecture Heilongjiang,,,,,,,,,,,,,,,,,
綏化市,绥化市,Sui2 hua4 Shi4],Suihua prefecture level city in Heilongjiang Province 黑龍江|黑龙江[Hei1 long2 jiang1] in northeast China,,,,,,,,,,,,,,,,,
綏寧,绥宁,Sui2 ning2],Suining county in Shaoyang 邵陽|邵阳[Shao4 yang2] Hunan,,,,,,,,,,,,,,,,,
綏寧縣,绥宁县,Sui2 ning2 xian4],Suining county in Shaoyang 邵陽|邵阳[Shao4 yang2] Hunan,,,,,,,,,,,,,,,,,
綏德,绥德,Sui2 de2],Suide County in Yulin 榆林[Yu2 lin2] Shaanxi,,,,,,,,,,,,,,,,,
綏德縣,绥德县,Sui2 de2 Xian4],Suide County in Yulin 榆林[Yu2 lin2] Shaanxi,,,,,,,,,,,,,,,,,
綏江,绥江,Sui2 jiang1],Suijiang county in Zhaotong 昭通[Zhao1 tong1] Yunnan,,,,,,,,,,,,,,,,,
綏江縣,绥江县,Sui2 jiang1 xian4],Suijiang county in Zhaotong 昭通[Zhao1 tong1] Yunnan,,,,,,,,,,,,,,,,,
綏濱,绥滨,Sui2 bin1],Suibin county in Hegang 鶴崗|鹤岗[He4 gang3] Heilongjiang,,,,,,,,,,,,,,,,,
綏濱縣,绥滨县,Sui2 bin1 xian4],Suibin county in Hegang 鶴崗|鹤岗[He4 gang3] Heilongjiang,,,,,,,,,,,,,,,,,
綏稜,绥棱,Sui2 leng2],Suileng county in Suihua 綏化|绥化 Heilongjiang,,,,,,,,,,,,,,,,,
綏稜縣,绥棱县,Sui2 leng2 xian4],Suileng county in Suihua 綏化|绥化 Heilongjiang,,,,,,,,,,,,,,,,,
綏芬河,绥芬河,Sui2 fen1 he2],Suifenhe River,Suifenhe county level city in Mudanjiang 牡丹江 Heilongjiang,,,,,,,,,,,,,,,,
綏芬河市,绥芬河市,Sui2 fen1 he2 shi4],Suifenhe county level city in Mudanjiang 牡丹江 Heilongjiang,,,,,,,,,,,,,,,,,
綏遠,绥远,Sui2 yuan3],old name for district of Hohhot city 呼和浩特[Hu1 he2 hao4 te4] Inner Mongolia,,,,,,,,,,,,,,,,,
綏遠省,绥远省,Sui2 yuan3 sheng3],former Suiyuan province in Inner Mongolia and Shanxi,,,,,,,,,,,,,,,,,
綏陽,绥阳,Sui2 yang2],Suiyang county in Zun'yi 遵義|遵义[Zun1 yi4] Guizhou,,,,,,,,,,,,,,,,,
綏陽縣,绥阳县,Sui2 yang2 xian4],Suiyang county in Zun'yi 遵義|遵义[Zun1 yi4] Guizhou,,,,,,,,,,,,,,,,,
綏靖,绥靖,sui2 jing4],to pacify,to appease,appeasement,,,,,,,,,,,,,,,
綏靖主義,绥靖主义,sui2 jing4 zhu3 yi4],appeasement,,,,,,,,,,,,,,,,,
綑,捆,kun3],variant of 捆[kun3],,,,,,,,,,,,,,,,,
經,经,Jing1],surname Jing,,,,,,,,,,,,,,,,,
經,经,jing1],classics,sacred book,scripture,to pass through,to undergo,to bear,to endure,warp (textile),longitude,menstruation,channel (TCM),abbr. for economics 經濟|经济[jing1 ji4],,,,,,
經不住,经不住,jing1 bu5 zhu4],to be unable to bear,,,,,,,,,,,,,,,,,
經不起,经不起,jing1 bu5 qi3],can't stand it,to be unable to bear,to be unable to resist,,,,,,,,,,,,,,,
經不起推究,经不起推究,jing1 bu4 qi3 tui1 jiu1],does not bear examination,,,,,,,,,,,,,,,,,
經世,经世,jing1 shi4],statecraft,,,,,,,,,,,,,,,,,
經久,经久,jing1 jiu3],long-lasting,durable,,,,,,,,,,,,,,,,
經久不衰,经久不衰,jing1 jiu3 bu4 shuai1],unfailing,never-ending,,,,,,,,,,,,,,,,
經信委,经信委,Jing1 Xin4 Wei3],Economy and Informatization Commission,,,,,,,,,,,,,,,,,
經傳,经传,jing1 zhuan4],classic work (esp. Confucian classics),,,,,,,,,,,,,,,,,
經典,经典,jing1 dian3],the classics,scriptures,classical,classic (example case etc),typical,,,,,,,,,,,,,
經典動力系統,经典动力系统,jing1 dian3 dong4 li4 xi4 tong3],classical dynamical system (physics),,,,,,,,,,,,,,,,,
經典場論,经典场论,jing1 dian3 chang3 lun4],classical field theory (physics),,,,,,,,,,,,,,,,,
經典案例,经典案例,jing1 dian3 an4 li4],case study,classic example,,,,,,,,,,,,,,,,
經卷,经卷,jing1 juan4],volumes of classics,volumes of scriptures,ancient scrolls,,,,,,,,,,,,,,,
經受,经受,jing1 shou4],to undergo (hardship),to endure,to withstand,,,,,,,,,,,,,,,
經合,经合,Jing1 He2],Organization for Economic Cooperation and Development (OECD),abbr. for 經濟合作與發展組織|经济合作与发展组织,,,,,,,,,,,,,,,,
經合組織,经合组织,Jing1 He2 Zu3 zhi1],Organization for Economic Cooperation and Development OECD,abbr. for 經濟合作與發展組織|经济合作与发展组织,,,,,,,,,,,,,,,,
經商,经商,jing1 shang1],to trade,to carry out commercial activities,in business,,,,,,,,,,,,,,,
經圈,经圈,jing1 quan1],line of longitude,meridian (geography),,,,,,,,,,,,,,,,
經堂,经堂,jing1 tang2],scripture hall (Buddhism),,,,,,,,,,,,,,,,,
經常,经常,jing1 chang2],frequently,constantly,regularly,often,day-to-day,everyday,daily,,,,,,,,,,,
經幡,经幡,jing1 fan1],Tibetan prayer flag,,,,,,,,,,,,,,,,,
經幢,经幢,jing1 chuang2],Buddhist stone pillar,,,,,,,,,,,,,,,,,
經年,经年,jing1 nian2],for years,year after year,,,,,,,,,,,,,,,,
經年累月,经年累月,jing1 nian2 lei3 yue4],for years,over the years,,,,,,,,,,,,,,,,
經度,经度,jing1 du4],longitude,,,,,,,,,,,,,,,,,
經得起,经得起,jing1 de5 qi3],to be able to withstand,to be able to endure,,,,,,,,,,,,,,,,
經手,经手,jing1 shou3],to pass through one's hands,to handle,to deal with,,,,,,,,,,,,,,,
經手人,经手人,jing1 shou3 ren2],the person in charge,agent,broker,,,,,,,,,,,,,,,
經撞,经撞,jing1 zhuang4],shock-resistant,,,,,,,,,,,,,,,,,
經文,经文,jing1 wen2],scripture,scriptures,CL:本[ben3],,,,,,,,,,,,,,,
經書,经书,jing1 shu1],classic books in Confucianism,scriptures,sutras,,,,,,,,,,,,,,,
經期,经期,jing1 qi1],menstrual period,,,,,,,,,,,,,,,,,
經查,经查,jing1 cha2],upon investigation,,,,,,,,,,,,,,,,,
經歷,经历,jing1 li4],experience,CL:個|个[ge4]次[ci4],to experience,to go through,,,,,,,,,,,,,,
經歷風雨,经历风雨,jing1 li4 feng1 yu3],to go through thick and thin (idiom),,,,,,,,,,,,,,,,,
經氣聚集,经气聚集,jing1 qi4 ju4 ji2],meeting points of qi (in Chinese medicine),,,,,,,,,,,,,,,,,
經濟,经济,jing1 ji4],economy,economic,,,,,,,,,,,,,,,,
經濟人,经济人,jing1 ji4 ren2],Homo economicus,,,,,,,,,,,,,,,,,
經濟作物,经济作物,jing1 ji4 zuo4 wu4],cash crop (economics),,,,,,,,,,,,,,,,,
經濟制裁,经济制裁,jing1 ji4 zhi4 cai2],economic sanctions,,,,,,,,,,,,,,,,,
經濟前途,经济前途,jing1 ji4 qian2 tu2],economic future,economic outlook,,,,,,,,,,,,,,,,
經濟力量,经济力量,jing1 ji4 li4 liang5],economic strength,,,,,,,,,,,,,,,,,
經濟協力開發機構,经济协力开发机构,Jing1 ji4 Xie2 li4 Kai1 fa1 Ji1 gou4],Organization for Economic Cooperation and Development (OECD),also written 經濟合作與發展組織|经济合作与发展组织[Jing1 ji4 He2 zuo4 yu3 Fa1 zhan3 Zu3 zhi1],,,,,,,,,,,,,,,,
經濟危機,经济危机,jing1 ji4 wei1 ji1],economic crisis,,,,,,,,,,,,,,,,,
經濟合作與發展組織,经济合作与发展组织,Jing1 ji4 He2 zuo4 yu3 Fa1 zhan3 Zu3 zhi1],Organization for Economic Cooperation and Development (OECD),abbr. to 經合組織|经合组织,,,,,,,,,,,,,,,,
經濟問題,经济问题,jing1 ji4 wen4 ti2],economic problem,,,,,,,,,,,,,,,,,
經濟困境,经济困境,jing1 ji4 kun4 jing4],economic difficulty,,,,,,,,,,,,,,,,,
經濟基礎,经济基础,jing1 ji4 ji1 chu3],socio-economic base,economic foundation,,,,,,,,,,,,,,,,
經濟增加值,经济增加值,jing1 ji4 zeng1 jia1 zhi2],Economic value added EVA,,,,,,,,,,,,,,,,,
經濟增長,经济增长,jing1 ji4 zeng1 zhang3],economic growth,,,,,,,,,,,,,,,,,
經濟增長率,经济增长率,jing1 ji4 zeng1 zhang3 lu:4],economic growth rate,,,,,,,,,,,,,,,,,
經濟學,经济学,jing1 ji4 xue2],economics (as a field of study),,,,,,,,,,,,,,,,,
經濟學人,经济学人,Jing1 ji4 xue2 ren2],The Economist (magazine),,,,,,,,,,,,,,,,,
經濟學家,经济学家,jing1 ji4 xue2 jia1],economist,,,,,,,,,,,,,,,,,
經濟學者,经济学者,jing1 ji4 xue2 zhe3],economist,,,,,,,,,,,,,,,,,
經濟安全,经济安全,jing1 ji4 an1 quan2],economic security,,,,,,,,,,,,,,,,,
經濟座,经济座,jing1 ji4 zuo4],economy seat,,,,,,,,,,,,,,,,,
經濟情況,经济情况,jing1 ji4 qing2 kuang4],economic situation,one's socio-economic status,,,,,,,,,,,,,,,,
經濟改革,经济改革,jing1 ji4 gai3 ge2],economic reform,,,,,,,,,,,,,,,,,
經濟有效,经济有效,jing1 ji4 you3 xiao4],cost-effective,,,,,,,,,,,,,,,,,
經濟活動,经济活动,jing1 ji4 huo2 dong4],economic activity,,,,,,,,,,,,,,,,,
經濟特區,经济特区,jing1 ji4 te4 qu1],special economic zone,,,,,,,,,,,,,,,,,
經濟狀況,经济状况,jing1 ji4 zhuang4 kuang4],economic situation,,,,,,,,,,,,,,,,,
經濟界,经济界,jing1 ji4 jie4],economic circles,,,,,,,,,,,,,,,,,
經濟發展,经济发展,jing1 ji4 fa1 zhan3],economic development,,,,,,,,,,,,,,,,,
經濟社會及文化權利國際公約,经济社会及文化权利国际公约,jing1 ji4 she4 hui4 ji2 wen2 hua4 quan2 li4 guo2 ji4 gong1 yue1],International Covenant on Economic Social and Cultural Rights (ICESCR),,,,,,,,,,,,,,,,,
經濟繁榮,经济繁荣,jing1 ji4 fan2 rong2],economic prosperity,,,,,,,,,,,,,,,,,
經濟艙,经济舱,jing1 ji4 cang1],economy class,,,,,,,,,,,,,,,,,
經濟落後,经济落后,jing1 ji4 luo4 hou4],economically backward,,,,,,,,,,,,,,,,,
經濟蕭條,经济萧条,jing1 ji4 xiao1 tiao2],economic depression,,,,,,,,,,,,,,,,,
經濟衰退,经济衰退,jing1 ji4 shuai1 tui4],(economic) recession,,,,,,,,,,,,,,,,,
經濟週期,经济周期,jing1 ji4 zhou1 qi1],economic cycle,,,,,,,,,,,,,,,,,
經濟體制,经济体制,jing1 ji4 ti3 zhi4],economic system,,,,,,,,,,,,,,,,,
經濟體系,经济体系,jing1 ji4 ti3 xi4],economic system,,,,,,,,,,,,,,,,,
經營,经营,jing1 ying2],to engage in (business etc),to run,to operate,,,,,,,,,,,,,,,
經營管理和維護,经营管理和维护,jing1 ying2 guan3 li3 he2 wei2 hu4],Operations Administration and Maintenance,OAM,,,,,,,,,,,,,,,,
經營者,经营者,jing1 ying2 zhe3],executive,manager,transactor,,,,,,,,,,,,,,,
經營費用,经营费用,jing1 ying2 fei4 yong4],business cost,business expense,,,,,,,,,,,,,,,,
經理,经理,jing1 li3],manager,director,CL:個|个[ge4]位[wei4]名[ming2],,,,,,,,,,,,,,,
經由,经由,jing1 you2],via,,,,,,,,,,,,,,,,,
經痛,经痛,jing1 tong4],menstrual pain,dysmenorrhea,,,,,,,,,,,,,,,,
經筵,经筵,jing1 yan2],place where the emperor listened to lectures (traditional),,,,,,,,,,,,,,,,,
經管,经管,jing1 guan3],to be in charge of,,,,,,,,,,,,,,,,,
經籍,经籍,jing1 ji2],religious text,,,,,,,,,,,,,,,,,
經紀,经纪,jing1 ji4],to manage (a business),manager,broker,,,,,,,,,,,,,,,
經紀人,经纪人,jing1 ji4 ren2],broker,middleman,agent,manager,,,,,,,,,,,,,,
經紗,经纱,jing1 sha1],warp (vertical thread in weaving),,,,,,,,,,,,,,,,,
經絡,经络,jing1 luo4],energy channels,meridian (TCM),(dialect) trick,tactic,,,,,,,,,,,,,,
經絲彩色顯花,经丝彩色显花,jing1 si1 cai3 se4 xian3 hua1],warp brocade,woven fabric with single woof but colored warp,,,,,,,,,,,,,,,,
經線,经线,jing1 xian4],warp,line of longitude,meridian (geography),,,,,,,,,,,,,,,
經緯,经纬,jing1 wei3],warp and woof,longitude and latitude,main points,,,,,,,,,,,,,,,
經緯儀,经纬仪,jing1 wei3 yi2],theodolite,,,,,,,,,,,,,,,,,
經緯線,经纬线,jing1 wei3 xian4],lines of latitude and longitude,warp and woof,,,,,,,,,,,,,,,,
經脈,经脉,jing1 mai4],channel of TCM,,,,,,,,,,,,,,,,,
經血,经血,jing1 xue4],menstruation (TCM),,,,,,,,,,,,,,,,,
經費,经费,jing1 fei4],funds,expenditure,CL:筆|笔[bi3],,,,,,,,,,,,,,,
經貿,经贸,jing1 mao4],trade,,,,,,,,,,,,,,,,,
經過,经过,jing1 guo4],to pass,to go through,process,course,CL:個|个[ge4],,,,,,,,,,,,,
經銷,经销,jing1 xiao1],to sell,to sell on commission,to distribute,,,,,,,,,,,,,,,
經銷商,经销商,jing1 xiao1 shang1],dealer,seller,distributor,broker,agency,franchise (i.e. company),retail outlet,,,,,,,,,,,
經錦,经锦,jing1 jin3],warp brocade,woven fabric with single colored woof but many-colored warp,,,,,,,,,,,,,,,,
經閉,经闭,jing1 bi4],amenorrhoea,,,,,,,,,,,,,,,,,
經陸路,经陆路,jing1 lu4 lu4],overland,,,,,,,,,,,,,,,,,
經驗,经验,jing1 yan4],experience,to experience,,,,,,,,,,,,,,,,
經驗主義,经验主义,jing1 yan4 zhu3 yi4],empiricism,,,,,,,,,,,,,,,,,
經驗豐富,经验丰富,jing1 yan4 feng1 fu4],experienced,with ample experience,,,,,,,,,,,,,,,,
綖,綖,yan2],cap tassels,,,,,,,,,,,,,,,,,
綗,綗,jiong3],variant of 絅|䌹[jiong3],,,,,,,,,,,,,,,,,
綘,綘,feng2],variant of 縫|缝[feng2],,,,,,,,,,,,,,,,,
継,継,ji4],Japanese variant of 繼|继,,,,,,,,,,,,,,,,,
続,続,xu4],Japanese variant of 續|续,,,,,,,,,,,,,,,,,
綜,综,zeng4],heddle (device to form warp in weaving textiles),Taiwan pr. [zong4],,,,,,,,,,,,,,,,
綜,综,zong1],to sum up,to put together,Taiwan pr. [zong4],,,,,,,,,,,,,,,
綜上所述,综上所述,zong1 shang4 suo3 shu4],to summarize,a round-up,in summary ...,,,,,,,,,,,,,,,
綜合,综合,zong1 he2],comprehensive,composite,synthesized,mixed,to sum up,to integrate,to synthesize,,,,,,,,,,,
綜合報導,综合报导,zong1 he2 bao4 dao3],summary report,press release,brief,,,,,,,,,,,,,,,
綜合報道,综合报道,zong1 he2 bao4 dao4],comprehensive report,consolidated report,,,,,,,,,,,,,,,,
綜合布線,综合布线,zong1 he2 bu4 xian4],integrated wiring,,,,,,,,,,,,,,,,,
綜合徵,综合征,zong1 he2 zheng1],syndrome,,,,,,,,,,,,,,,,,
綜合性,综合性,zong1 he2 xing4],synthesis,,,,,,,,,,,,,,,,,
綜合敘述,综合叙述,zong1 he2 xu4 shu4],to summarize,a round-up,,,,,,,,,,,,,,,,
綜合服務數位網絡,综合服务数位网络,zong1 he2 fu2 wu4 shu4 wei4 wang3 luo4],Integrated Services Digital Network,ISDN,,,,,,,,,,,,,,,,
綜合業務數字網,综合业务数字网,zong1 he2 ye4 wu4 shu4 zi4 wang3],Integrated Services Digital Network (ISDN) (computing),,,,,,,,,,,,,,,,,
綜合法,综合法,zong1 he2 fa3],synthesis,synthetic reasoning,,,,,,,,,,,,,,,,
綜合症,综合症,zong1 he2 zheng4],syndrome,,,,,,,,,,,,,,,,,
綜合藝術,综合艺术,zong1 he2 yi4 shu4],composite arts,multi-media arts,,,,,,,,,,,,,,,,
綜合館,综合馆,zong1 he2 guan3],complex (group of buildings),,,,,,,,,,,,,,,,,
綜括,综括,zong1 kuo4],to summarize,to round up,,,,,,,,,,,,,,,,
綜效,综效,zong1 xiao4],synergy,,,,,,,,,,,,,,,,,
綜析,综析,zong1 xi1],synthesis,,,,,,,,,,,,,,,,,
綜理,综理,zong1 li3],to be in overall charge,to oversee,,,,,,,,,,,,,,,,
綜藝,综艺,zong1 yi4],comprehensive arts and entertainment,,,,,,,,,,,,,,,,,
綜藝節目,综艺节目,zong1 yi4 jie2 mu4],variety show,,,,,,,,,,,,,,,,,
綜觀,综观,zong1 guan1],to take a broad view of sth,,,,,,,,,,,,,,,,,
