traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
馬德拉斯,马德拉斯,Ma3 de2 la1 si1],Madras or Chennai 欽奈|钦奈[Qin1 nai4] capital of Tamil Nadu on East coast of India,,,,,,,,,,,,,,,,,
馬德拉群島,马德拉群岛,Ma3 de2 la1 Qun2 dao3],Madeira,the Madeira islands,,,,,,,,,,,,,,,,
馬德望,马德望,Ma3 de2 wang4],Battambang,,,,,,,,,,,,,,,,,
馬德裡,马德里,Ma3 de2 li3],variant of 馬德里|马德里[Ma3 de2 li3] Madrid,,,,,,,,,,,,,,,,,
馬德里,马德里,Ma3 de2 li3],Madrid capital of Spain,,,,,,,,,,,,,,,,,
馬恩列斯,马恩列斯,Ma3 En1 Lie4 Si1],abbr. for Marx 馬克思|马克思[Ma3 ke4 si1] Engels 恩格斯[En1 ge2 si1] Lenin 列寧|列宁[Lie4 ning2] and Stalin 斯大林[Si1 da4 lin2],,,,,,,,,,,,,,,,,
馬恩島,马恩岛,Ma3 en1 Dao3],Isle of Man British Isles,Isle of Mann,,,,,,,,,,,,,,,,
馬戛爾尼,马戛尔尼,Ma3 jia2 er3 ni2],Earl George Macartney (1737-1806) leader of British mission to Qing China in 1793,Paul McCartney former Beatle,,,,,,,,,,,,,,,,
馬戛爾尼使團,马戛尔尼使团,Ma3 jia2 er3 ni2 shi3 tuan2],the Macartney mission to Qing China in 1793,,,,,,,,,,,,,,,,,
馬戲,马戏,ma3 xi4],circus,,,,,,,,,,,,,,,,,
馬戲團,马戏团,ma3 xi4 tuan2],circus,,,,,,,,,,,,,,,,,
馬房,马房,ma3 fang2],horse stable,,,,,,,,,,,,,,,,,
馬扎爾,马扎尔,Ma3 zha1 er3],Magyar,Hungarian,,,,,,,,,,,,,,,,
馬扎爾語,马扎尔语,Ma3 zha1 er3 yu3],Magyar (language),Hungarian,,,,,,,,,,,,,,,,
馬拉,马拉,Ma3 la1],Marat (name),Jean-Paul Marat (1743-1793) Swiss scientist and physician,,,,,,,,,,,,,,,,
馬拉加,马拉加,Ma3 la1 jia1],Málaga Spain,Malaga city in Iranian East Azerbaijan,,,,,,,,,,,,,,,,
馬拉博,马拉博,Ma3 la1 bo2],Malabo capital of Equatorial Guinea,,,,,,,,,,,,,,,,,
馬拉喀什,马拉喀什,Ma3 la1 ka1 shi2],Marrakech (city in Morocco),,,,,,,,,,,,,,,,,
馬拉地,马拉地,Ma3 la1 di4],Marathi language of west India,,,,,,,,,,,,,,,,,
馬拉地語,马拉地语,Ma3 la1 di4 yu3],Marathi language of west India,,,,,,,,,,,,,,,,,
馬拉多納,马拉多纳,Ma3 la1 duo1 na4],Diego Maradona (1960-) Argentine footballer,,,,,,,,,,,,,,,,,
馬拉威,马拉威,Ma3 la1 wei1],Malawi (Tw),,,,,,,,,,,,,,,,,
馬拉松,马拉松,ma3 la1 song1],marathon (loanword),,,,,,,,,,,,,,,,,
馬拉松賽,马拉松赛,ma3 la1 song1 sai4],marathon race,,,,,,,,,,,,,,,,,
馬拉糕,马拉糕,ma3 la1 gao1],Cantonese sponge cake also known as mara cake,,,,,,,,,,,,,,,,,
馬拉維,马拉维,Ma3 la1 wei2],Malawi,,,,,,,,,,,,,,,,,
馬拉開波,马拉开波,Ma3 la1 kai1 bo1],Maracaibo Venezuela,,,,,,,,,,,,,,,,,
馬拿瓜,马拿瓜,Ma3 na2 gua1],Managua capital of Nicaragua (Tw),,,,,,,,,,,,,,,,,
馬提尼克,马提尼克,Ma3 ti2 ni2 ke4],Martinique (French Caribbean island),,,,,,,,,,,,,,,,,
馬斯內,马斯内,Ma3 si1 nei4],Jules Massenet (1842-1912) French composer,,,,,,,,,,,,,,,,,
馬斯喀特,马斯喀特,Ma3 si1 ka1 te4],Muscat capital of Oman,,,,,,,,,,,,,,,,,
馬斯垂剋,马斯垂克,Ma3 si1 chui2 ke4],Maastricht (Netherlands),,,,,,,,,,,,,,,,,
馬斯河,马斯河,Ma3 si1 He2],Maas or Meuse River Western Europe,,,,,,,,,,,,,,,,,
馬斯洛,马斯洛,Ma3 si1 luo4],Maslow (surname),Abraham Maslow (1908-1970) US psychologist,,,,,,,,,,,,,,,,
馬斯特里赫特,马斯特里赫特,Ma3 si1 te4 li3 he4 te4],Maastricht,,,,,,,,,,,,,,,,,
馬普托,马普托,Ma3 pu3 tuo1],Maputo capital of Mozambique,,,,,,,,,,,,,,,,,
馬服君,马服君,Ma3 Fu2 jun1],Ma Fujun famous general of Zhao 趙國|赵国,,,,,,,,,,,,,,,,,
馬服子,马服子,Ma3 Fu2 zi3],Ma Fuzi (-260 BC) hapless general of Zhao 趙國|赵国 who famously led an army of 400000 to total annihilation at battle of Changping 長平之戰|长平之战 in 260 BC,also called Zhao Kuo 趙括|赵括,,,,,,,,,,,,,,,,
馬朱羅,马朱罗,Ma3 zhu1 luo2],Majuro capital of Marshall Islands,,,,,,,,,,,,,,,,,
馬村,马村,Ma3 cun1],Macun district of Jiaozuo city 焦作市[Jiao1 zuo4 shi4] Henan,,,,,,,,,,,,,,,,,
馬村區,马村区,Ma3 cun1 qu1],Macun district of Jiaozuo city 焦作市[Jiao1 zuo4 shi4] Henan,,,,,,,,,,,,,,,,,
馬格德堡,马格德堡,Ma3 ge2 de2 bao3],Magdeburg (German city),,,,,,,,,,,,,,,,,
馬桶,马桶,ma3 tong3],chamber pot,wooden pan used as toilet,toilet bowl,,,,,,,,,,,,,,,
馬桶拔,马桶拔,ma3 tong3 ba2],plunger for unblocking toilet,,,,,,,,,,,,,,,,,
馬榮,马荣,Ma3 rong2],Mayon (volcano in Philippines),,,,,,,,,,,,,,,,,
馬槍,马枪,ma3 qiang1],carbine,lance,,,,,,,,,,,,,,,,
馬槽,马槽,ma3 cao2],manger,,,,,,,,,,,,,,,,,
馬檳榔,马槟榔,ma3 bing1 lang5],caper,,,,,,,,,,,,,,,,,
馬歇爾,马歇尔,Ma3 xie1 er3],Marshall (name),George Catlett Marshall (1880-1959) US general in WWII and Secretary of State 1947-1949 author of the postwar Marshall plan for Europe and Nobel peace laureate,,,,,,,,,,,,,,,,
馬步,马步,ma3 bu4],horse stance (martial arts),,,,,,,,,,,,,,,,,
馬殺雞,马杀鸡,ma3 sha1 ji1],massage (loanword),,,,,,,,,,,,,,,,,
馬氏珍珠貝,马氏珍珠贝,ma3 shi4 zhen1 zhu1 bei4],pearl oyster (genus Pinctada),,,,,,,,,,,,,,,,,
馬氏管,马氏管,Ma3 shi4 guan3],Malpighian tubule system (in the insect digestive tract etc),,,,,,,,,,,,,,,,,
馬洛,马洛,Ma3 luo4],Marlow (name),,,,,,,,,,,,,,,,,
馬海毛,马海毛,ma3 hai3 mao2],mohair (loanword),,,,,,,,,,,,,,,,,
馬無夜草不肥，人無外快不富,马无夜草不肥，人无外快不富,ma3 wu2 ye4 cao3 bu4 fei2 ren2 wu2 wai4 kuai4 bu4 fu4],a horse cannot get fat without an extra ration a man cannot get rich without an extra income (idiom),,,,,,,,,,,,,,,,,
馬熊,马熊,ma3 xiong2],brown bear,,,,,,,,,,,,,,,,,
馬燈,马灯,ma3 deng1],barn lantern,kerosene lamp,,,,,,,,,,,,,,,,
馬爾他,马尔他,Ma3 er3 ta1],Malta (Tw),,,,,,,,,,,,,,,,,
馬爾他人,马尔他人,Ma3 er3 ta1 ren2],Maltese (person),,,,,,,,,,,,,,,,,
馬爾他語,马尔他语,Ma3 er3 ta1 yu3],Maltese (language),,,,,,,,,,,,,,,,,
馬爾代夫,马尔代夫,Ma3 er3 dai4 fu1],the Maldives,,,,,,,,,,,,,,,,,
馬爾卡河,马尔卡河,Ma3 er3 ka3 He2],Malka River Russia a.k.a. Balyksu River,,,,,,,,,,,,,,,,,
馬爾可夫過程,马尔可夫过程,Ma3 er3 ke3 fu1 guo4 cheng2],Markov process (mathematics),,,,,,,,,,,,,,,,,
馬爾地夫,马尔地夫,Ma3 er3 di4 fu1],the Maldives (Tw),,,,,,,,,,,,,,,,,
馬爾堡病毒,马尔堡病毒,ma3 er3 bao3 bing4 du2],Marburg virus,,,,,,,,,,,,,,,,,
馬爾庫斯,马尔库斯,Ma3 er3 ku4 si1],Marcus (name),,,,,,,,,,,,,,,,,
馬爾康,马尔康,Ma3 er3 kang1],Barkam town (Tibetan: 'bar khams) capital of Ngawa Tibetan and Qiang autonomous prefecture 阿壩藏族羌族自治州|阿坝藏族羌族自治州[A1 ba4 Zang4 zu2 Qiang1 zu2 zi4 zhi4 zhou1] northwest Sichuan,,,,,,,,,,,,,,,,,
馬爾康縣,马尔康县,Ma3 er3 kang1 xian4],Barkam county (Tibetan: 'bar khams rdzong) in Ngawa Tibetan and Qiang autonomous prefecture 阿壩藏族羌族自治州|阿坝藏族羌族自治州[A1 ba4 Zang4 zu2 Qiang1 zu2 zi4 zhi4 zhou1] northwest Sichuan,,,,,,,,,,,,,,,,,
馬爾康鎮,马尔康镇,Ma3 er3 kang1 zhen4],Barkam town (Tibetan: 'bar khams) capital of Ngawa Tibetan and Qiang autonomous prefecture 阿壩藏族羌族自治州|阿坝藏族羌族自治州[A1 ba4 Zang4 zu2 Qiang1 zu2 zi4 zhi4 zhou1] northwest Sichuan,,,,,,,,,,,,,,,,,
馬爾扎赫,马尔扎赫,Ma3 er3 zha1 he4],Marjah town in Helmand province Afghanistan,,,,,,,,,,,,,,,,,
馬爾斯,马尔斯,Ma3 er3 si1],Mars (Roman God of War),,,,,,,,,,,,,,,,,
馬爾維納斯群島,马尔维纳斯群岛,Ma3 er3 wei2 na4 si1 Qun2 dao3],Malvinas Islands (also known as Falkland Islands),,,,,,,,,,,,,,,,,
馬爾谷,马尔谷,Ma3 er3 gu3],Mark,St Mark the evangelist,less common variant of 馬克|马克[Ma3 ke4] preferred by the Catholic church,,,,,,,,,,,,,,,
馬爾貝克,马尔贝克,Ma3 er3 bei4 ke4],Malbec (grape type),,,,,,,,,,,,,,,,,
馬爾賈,马尔贾,Ma3 er3 jia3],Marja (also spelled Marjah or Marjeh) agricultural district in Nad Ali District Helmand Province Afghanistan,,,,,,,,,,,,,,,,,
馬爾馬拉海,马尔马拉海,Ma3 er3 ma3 la1 Hai3],Sea of Marmara,,,,,,,,,,,,,,,,,
馬爾默,马尔默,Ma3 er3 mo4],Malmo (Malmo city of Sweden),,,,,,,,,,,,,,,,,
馬王堆,马王堆,Ma3 Wang2 dui1],Mawangdui in Changsha Hunan a recent Han dynasty archaeological site,,,,,,,,,,,,,,,,,
馬球,马球,ma3 qiu2],polo,,,,,,,,,,,,,,,,,
馬瑙斯,马瑙斯,Ma3 nao3 si1],Manaus (city in Brazil),,,,,,,,,,,,,,,,,
馬甲,马甲,ma3 jia3],corset,sockpuppet (Internet slang),vest (dialect),,,,,,,,,,,,,,,
馬略卡,马略卡,Ma3 lu:e4 ka3],Majorca (island of Spain),,,,,,,,,,,,,,,,,
馬祖,马祖,Ma3 zu3],Matsu Islands off Fujian administered by Taiwan,,,,,,,,,,,,,,,,,
馬祖列島,马祖列岛,Ma3 zu3 Lie4 dao3],Matsu Islands,,,,,,,,,,,,,,,,,
馬科,马科,ma3 ke1],Equidae,horse family,,,,,,,,,,,,,,,,
馬穆楚,马穆楚,Ma3 mu4 chu3],Mamoudzou capital of Mayotte,,,,,,,,,,,,,,,,,
馬竿,马竿,ma3 gan1],lasso pole,blind man's stick,white stick,,,,,,,,,,,,,,,
馬糊,马糊,ma3 hu5],variant of 馬虎|马虎[ma3 hu5],,,,,,,,,,,,,,,,,
馬糞紙,马粪纸,ma3 fen4 zhi3],strawboard,,,,,,,,,,,,,,,,,
馬約卡,马约卡,Ma3 yao1 ka3],Majorca (island of Spain),,,,,,,,,,,,,,,,,
馬約特,马约特,Ma3 yue1 te4],Mayotte island between NW Madagascar and Mozambique,,,,,,,,,,,,,,,,,
馬納馬,马纳马,Ma3 na4 ma3],Manama capital of Bahrain,,,,,,,,,,,,,,,,,
馬累,马累,Ma3 lei4],Malé capital of Maldives,,,,,,,,,,,,,,,,,
馬紹爾群島,马绍尔群岛,Ma3 shao4 er3 Qun2 dao3],Marshall Islands,,,,,,,,,,,,,,,,,
馬經,马经,ma3 jing1],form (horse racing),,,,,,,,,,,,,,,,,
馬纓丹,马缨丹,ma3 ying1 dan1],lantana (botany),,,,,,,,,,,,,,,,,
馬纓花,马缨花,ma3 ying1 hua1],Persian silk tree (Albizia julibrissin),tree rhododendron (Rhododendron delavayi),,,,,,,,,,,,,,,,
馬群,马群,ma3 qun2],herd of horses,,,,,,,,,,,,,,,,,
馬耳他,马耳他,Ma3 er3 ta1],Malta,,,,,,,,,,,,,,,,,
馬耳東風,马耳东风,ma3 er3 dong1 feng1],lit. the east wind blowing in a horse's ear (idiom),fig. words one pays no heed to,,,,,,,,,,,,,,,,
馬背,马背,ma3 bei4],horseback,,,,,,,,,,,,,,,,,
馬腳,马脚,ma3 jiao3],sth one wishes to conceal,"the cat (as in ""let the cat out of the bag"")",,,,,,,,,,,,,,,,
馬自達,马自达,Ma3 zi4 da2],Mazda Japanese car make (derived from name Matsuda 松田),also known as 萬事得|万事得,,,,,,,,,,,,,,,,
馬致遠,马致远,Ma3 Zhi4 yuan3],Ma Zhiyuan (c. 1250-1321) Yuan dynasty dramatist in the 雜劇|杂剧[za2 ju4] tradition of musical comedy one of the Four great Yuan dramatists 元曲四大家[Yuan2 qu3 si4 da4 jia1],,,,,,,,,,,,,,,,,
馬航,马航,Ma3 Hang2],Malaysia Airlines,,,,,,,,,,,,,,,,,
馬良,马良,Ma3 Liang2],Ma Liang (Three Kingdoms),,,,,,,,,,,,,,,,,
馬芬,马芬,ma3 fen1],muffin (loanword),also written 瑪芬|玛芬[ma3 fen1],,,,,,,,,,,,,,,,
馬英九,马英九,Ma3 Ying1 jiu3],Ma Ying-jeou (1950-) Taiwanese Kuomintang politician Mayor of Taipei 1998-2006 President of Republic of China 2008-2016,,,,,,,,,,,,,,,,,
馬草夼,马草夼,Ma3 cao3 kuang3],Macaokuang village in Tengjia township 滕家鎮|滕家镇 Rongcheng county 榮成|荣成 Weihai 威海 Shandong,,,,,,,,,,,,,,,,,
馬草夼村,马草夼村,Ma3 cao3 kuang3 cun1],Macaokuang village in Tengjia township 滕家鎮|滕家镇 Rongcheng county 榮成|荣成 Weihai 威海 Shandong,,,,,,,,,,,,,,,,,
馬莎,马莎,Ma3 sha1],Marks and Spencers UK retail chain,Martha (name),,,,,,,,,,,,,,,,
馬薩諸塞,马萨诸塞,Ma3 sa4 zhu1 sai4],Massachusetts US state,,,,,,,,,,,,,,,,,
馬薩諸塞州,马萨诸塞州,Ma3 sa4 zhu1 sai4 zhou1],Massachusetts US state,,,,,,,,,,,,,,,,,
馬蘇德,马苏德,Ma3 su1 de2],Massoud (name),Ahmed Shah Massoud (1953-2001) Tajik Afghan engineer military man and anti-Taleban leader,,,,,,,,,,,,,,,,
馬蘇里拉,马苏里拉,ma3 su1 li3 la1],mozzarella (loanword),,,,,,,,,,,,,,,,,
馬蘭,马兰,Ma3 lan2],Malan military base and atomic test site in Bayingolin Mongol Autonomous Prefecture 巴音郭楞蒙古自治州[Ba1 yin1 guo1 leng2 Meng3 gu3 Zi4 zhi4 zhou1] Xinjiang,,,,,,,,,,,,,,,,,
馬蘭基地,马兰基地,Ma3 lan2 ji1 di4],Malan military base and atomic test site in Bayingolin Mongol Autonomous Prefecture 巴音郭楞蒙古自治州[Ba1 yin1 guo1 leng2 Meng3 gu3 Zi4 zhi4 zhou1] Xinjiang,,,,,,,,,,,,,,,,,
馬蘭花,马兰花,ma3 lan2 hua1],iris,Iris tectorum,,,,,,,,,,,,,,,,
馬虎,马虎,ma3 hu5],careless,sloppy,negligent,skimpy,,,,,,,,,,,,,,
馬蛔蟲,马蛔虫,ma3 hui2 chong2],horse roundworm,parascaris equorum,,,,,,,,,,,,,,,,
馬蜂,马蜂,ma3 feng1],hornet,,,,,,,,,,,,,,,,,
馬術,马术,ma3 shu4],equestrianism,horsemanship,,,,,,,,,,,,,,,,
馬表,马表,ma3 biao3],stopwatch,,,,,,,,,,,,,,,,,
馬褂,马褂,ma3 gua4],buttoned mandarin jacket of the Qing dynasty 清代[Qing1 dai4] (1644-1911),,,,,,,,,,,,,,,,,
馬褡子,马褡子,ma3 da1 zi5],saddle-bag,,,,,,,,,,,,,,,,,
馬託格羅索,马托格罗索,Ma3 tuo1 ge2 Luo2 suo3],Mato Grosso western province of Brazil,,,,,,,,,,,,,,,,,
馬賊,马贼,ma3 zei2],horse thief,(old) group of horse-mounted bandits,,,,,,,,,,,,,,,,
馬賽,马赛,Ma3 sai4],Marseille city in south France,Basay one of the indigenous peoples of Taiwan,,,,,,,,,,,,,,,,
馬賽克,马赛克,ma3 sai4 ke4],mosaic (loanword),,,,,,,,,,,,,,,,,
馬賽族,马赛族,Ma3 sai4 zu2],Basay one of the indigenous peoples of Taiwan,Maasai people of Kenya,,,,,,,,,,,,,,,,
馬賽曲,马赛曲,Ma3 sai4 qu3],La Marseillaise,,,,,,,,,,,,,,,,,
馬赫,马赫,Ma3 he4],Mach (name),Ernst Mach (1838-1916) German physicist,Mach (aeronautics) unit of speed based on speed of sound = 1 Mach = 1224 km per hr,,,,,,,,,,,,,,,
馬赫數,马赫数,Ma3 he4 shu4],Mach number multiples of speed of sound used as unit in aeronautics with 1 Mach = 1224 km per hr,,,,,,,,,,,,,,,,,
馬超,马超,Ma3 Chao1],Ma Chao (176-222) general of Shu in Romance of the Three Kingdoms,,,,,,,,,,,,,,,,,
馬趴,马趴,ma3 pa1],face-plant,,,,,,,,,,,,,,,,,
馬路,马路,ma3 lu4],street,road,CL:條|条[tiao2],,,,,,,,,,,,,,,
馬路口,马路口,ma3 lu4 kou3],intersection (of roads),,,,,,,,,,,,,,,,,
馬路沿兒,马路沿儿,ma3 lu4 yan2 r5],roadside,edge of the road,,,,,,,,,,,,,,,,
馬路牙子,马路牙子,ma3 lu4 ya2 zi5],curb,,,,,,,,,,,,,,,,,
馬蹄,马蹄,ma3 ti2],horse's hoof,horseshoe,Chinese water chestnut (Eleocharis dulcis or E. congesta),,,,,,,,,,,,,,,
馬蹄形,马蹄形,ma3 ti2 xing2],horseshoe shape,,,,,,,,,,,,,,,,,
馬蹄星雲,马蹄星云,Ma3 ti2 xing1 yun2],Omega or Horseshoe Nebula M17,,,,,,,,,,,,,,,,,
馬蹄蓮,马蹄莲,ma3 ti2 lian2],calla,calla lily,,,,,,,,,,,,,,,,
馬蹄蟹,马蹄蟹,ma3 ti2 xie4],horseshoe crab (Tachypleus tridentatus),,,,,,,,,,,,,,,,,
馬蹄鐵,马蹄铁,ma3 ti2 tie3],horseshoe,,,,,,,,,,,,,,,,,
馬蹬,马蹬,ma3 deng4],stirrup,,,,,,,,,,,,,,,,,
馬車,马车,ma3 che1],cart,chariot,carriage,buggy,,,,,,,,,,,,,,
馬連良,马连良,Ma3 Lian2 liang2],Ma Lianliang (1901-1966) Beijing opera star one of the Four great beards 四大鬚生|四大须生,,,,,,,,,,,,,,,,,
馬達,马达,ma3 da2],motor (loanword),,,,,,,,,,,,,,,,,
馬達加斯加,马达加斯加,Ma3 da2 jia1 si1 jia1],Madagascar,,,,,,,,,,,,,,,,,
馬達加斯加島,马达加斯加岛,Ma3 da2 jia1 si1 jia1 Dao3],Madagascar,,,,,,,,,,,,,,,,,
馬邊,马边,Ma3 bian1],Mabian Yizu autonomous county in Sichuan,,,,,,,,,,,,,,,,,
馬邊彞族自治縣,马边彝族自治县,Ma3 bian1 Yi2 zu2 Zi4 zhi4 xian4],Mabian Yizu Autonomous County in Leshan 樂山|乐山[Le4 shan1] Sichuan,,,,,,,,,,,,,,,,,
馬邊縣,马边县,Ma3 bian1 xian4],Mabian Yizu autonomous county in Leshan 樂山|乐山[Le4 shan1] Sichuan,,,,,,,,,,,,,,,,,
馬那瓜,马那瓜,Ma3 na4 gua1],Managua capital of Nicaragua,,,,,,,,,,,,,,,,,
馬里,马里,Ma3 li3],Mali,,,,,,,,,,,,,,,,,
馬里亞納海溝,马里亚纳海沟,Ma3 li3 ya4 na4 Hai3 gou1],Mariana Trench (or Marianas Trench),,,,,,,,,,,,,,,,,
馬里亞納群島,马里亚纳群岛,Ma3 li3 ya4 na4 Qun2 dao3],Mariana islands in Pacific,,,,,,,,,,,,,,,,,
馬里博爾,马里博尔,Ma3 li3 bo2 er3],Maribor 2nd biggest city in Slovenia,,,,,,,,,,,,,,,,,
馬里奧,马里奥,Ma3 li3 ao4],Mario (name),,,,,,,,,,,,,,,,,
馬里蘭,马里兰,Ma3 li3 lan2],Maryland US state,,,,,,,,,,,,,,,,,
馬里蘭州,马里兰州,Ma3 li3 lan2 zhou1],Maryland US state,,,,,,,,,,,,,,,,,
馬鈴薯,马铃薯,ma3 ling2 shu3],potato,,,,,,,,,,,,,,,,,
馬鈴薯泥,马铃薯泥,ma3 ling2 shu3 ni2],mashed potato,,,,,,,,,,,,,,,,,
馬銜,马衔,ma3 xian2],bit,mouthpiece,,,,,,,,,,,,,,,,
馬鐙,马镫,ma3 deng4],stirrup,,,,,,,,,,,,,,,,,
馬關,马关,Ma3 guan1],Maguan county in Wenshan Zhuang and Miao autonomous prefecture 文山壯族苗族自治州|文山壮族苗族自治州[Wen2 shan1 Zhuang4 zu2 Miao2 zu2 zi4 zhi4 zhou1] Yunnan,,,,,,,,,,,,,,,,,
馬關條約,马关条约,Ma3 guan1 Tiao2 yue1],Treaty of Shimonoseki (1895) concluding the First Sino-Japanese War 甲午戰爭|甲午战争[Jia3 wu3 Zhan4 zheng1],,,,,,,,,,,,,,,,,
馬關縣,马关县,Ma3 guan1 xian4],Maguan county in Wenshan Zhuang and Miao autonomous prefecture 文山壯族苗族自治州|文山壮族苗族自治州[Wen2 shan1 Zhuang4 zu2 Miao2 zu2 zi4 zhi4 zhou1] Yunnan,,,,,,,,,,,,,,,,,
馬隊,马队,ma3 dui4],cavalry,caravan of horses carrying goods,,,,,,,,,,,,,,,,
馬雅,马雅,Ma3 ya3],Maya (civilization of central America),,,,,,,,,,,,,,,,,
馬雅可夫斯基,马雅可夫斯基,Ma3 ya3 ke3 fu1 si1 ji1],Vladimir Mayakovsky (1893-1930) Russian poet and dramatist,,,,,,,,,,,,,,,,,
馬面,马面,Ma3 Mian4],Horse-Face one of the two guardians of the underworld in Chinese mythology,,,,,,,,,,,,,,,,,
馬革裹屍,马革裹尸,ma3 ge2 guo3 shi1],to be buried in a horse hide (idiom),to give one's life on the battlefield,,,,,,,,,,,,,,,,
馬鞍,马鞍,ma3 an1],saddle,,,,,,,,,,,,,,,,,
馬鞍山,马鞍山,Ma3 an1 shan1],Ma'anshan prefecture level city in Anhui,,,,,,,,,,,,,,,,,
馬鞍山市,马鞍山市,Ma3 an1 shan1 shi4],Ma'anshan prefecture level city in Anhui,,,,,,,,,,,,,,,,,
馬鞭,马鞭,ma3 bian1],horsewhip,,,,,,,,,,,,,,,,,
馬頭,马头,ma3 tou2],horse's head,same as 碼頭|码头[ma3 tou2] pier,,,,,,,,,,,,,,,,
馬頭星雲,马头星云,Ma3 tou2 xing1 yun2],the Horse's Head nebula,,,,,,,,,,,,,,,,,
馬頭琴,马头琴,ma3 tou2 qin2],morin khuur (Mongolian bowed stringed instrument),,,,,,,,,,,,,,,,,
馬首是瞻,马首是瞻,ma3 shou3 shi4 zhan1],to follow blindly (idiom),to take as one's only guide,,,,,,,,,,,,,,,,
馬馬虎虎,马马虎虎,ma3 ma5 hu1 hu1],careless,casual,vague,not so bad,so-so,tolerable,fair,,,,,,,,,,,
馬駒,马驹,ma3 ju1],young horse (colt or filly),,,,,,,,,,,,,,,,,
馬駒子,马驹子,ma3 ju1 zi5],see 馬駒|马驹[ma3 ju1],,,,,,,,,,,,,,,,,
馬騮,马骝,ma3 liu2],monkey (dialect),little monkey (affectionate term for children subordinates),,,,,,,,,,,,,,,,
馬騾,马骡,ma3 luo2],mule,,,,,,,,,,,,,,,,,
馬鮫魚,马鲛鱼,ma3 jiao1 yu2],Japanese Spanish mackerel (Scomberomorus niphonius),,,,,,,,,,,,,,,,,
馬鱉,马鳖,ma3 bie1],leech,,,,,,,,,,,,,,,,,
馬鹿,马鹿,ma3 lu4],red deer,fool,idiot (Japanese 'baka'),,,,,,,,,,,,,,,
馬鹿易形,马鹿易形,ma3 lu4 yi4 xing2],to distinguish horse and deer easily,to know right from wrong,,,,,,,,,,,,,,,,
馬麻,马麻,ma3 ma2],mommy,,,,,,,,,,,,,,,,,
馬齒徒增,马齿徒增,ma3 chi3 tu2 zeng1],(self-deprecating) to have grown old without accomplishing anything (idiom),,,,,,,,,,,,,,,,,
馬齒莧,马齿苋,ma3 chi3 xian4],Portulaca oleracea (common purslane),,,,,,,,,,,,,,,,,
馬龍,马龙,Ma3 long2],Malong county in Qujing 曲靖[Qu3 jing4] Yunnan,,,,,,,,,,,,,,,,,
馬龍縣,马龙县,Ma3 long2 xian4],Malong county in Qujing 曲靖[Qu3 jing4] Yunnan,,,,,,,,,,,,,,,,,
馭,驭,yu4],variant of 御[yu4],to drive,to manage,to control,,,,,,,,,,,,,,
馭手,驭手,yu4 shou3],person in charge of pack animals,chariot driver,,,,,,,,,,,,,,,,
馭氣,驭气,yu4 qi4],to fly magically through the air,,,,,,,,,,,,,,,,,
馭獸術,驭兽术,yu4 shou4 shu4],animal training,taming wild beast (e.g. lion-taming),,,,,,,,,,,,,,,,
馮,冯,Feng2],surname Feng,,,,,,,,,,,,,,,,,
馮,冯,ping2],to gallop,to assist,to attack,to wade,great,old variant of 憑|凭[ping2],,,,,,,,,,,,
馮內果,冯内果,Feng2 nei4 guo3],Kurt Vonnegut Jr. (1922-2007) US writer,,,,,,,,,,,,,,,,,
馮友蘭,冯友兰,Feng2 You3 lan2],Feng Youlan (1895-1990) distinguished Chinese philosopher,,,,,,,,,,,,,,,,,
馮夢龍,冯梦龙,Feng2 Meng4 long2],Feng Menglong (1574-1646) late Ming dynasty novelist writing in colloquial (baihua) author of Stories Old and New 古今小說|古今小说[Gu3 jin1 Xiao3 shuo1],,,,,,,,,,,,,,,,,
馮德英,冯德英,Feng2 De2 ying1],Feng Deying (1935-) socialist realist novelist author of Bitter cauliflower 苦菜花[ku3 cai4 hua1] (1954),,,,,,,,,,,,,,,,,
馮武,冯武,Feng2 Wu3],Feng Doubo or Feng Wu (1672-) calligrapher of the Ming-Qing transition,also called 馮竇伯|冯窦伯[Feng2 Dou4 bo2],,,,,,,,,,,,,,,,
馮玉祥,冯玉祥,Feng2 Yu4 xiang2],Feng Yuxiang (1882-1948) warlord during Republic of China strongly critical of Chiang Kai-shek,,,,,,,,,,,,,,,,,
馮竇伯,冯窦伯,Feng2 Dou4 bo2],Feng Doubo or Feng Wu (1672-) calligrapher of the Ming-Qing transition,also called 馮武|冯武[Feng2 Wu3],,,,,,,,,,,,,,,,
馮驥才,冯骥才,Feng2 Ji4 cai2],Feng Jicai (1942-) novelist from Tianjin author of Extraordinary people in our ordinary world 俗世奇人,,,,,,,,,,,,,,,,,
馯,馯,han4],old variant of 駻[han4],,,,,,,,,,,,,,,,,
馱,驮,duo4],load carried by a pack animal,,,,,,,,,,,,,,,,,
馱,驮,tuo2],to carry on one's back,,,,,,,,,,,,,,,,,
馱子,驮子,duo4 zi5],pack animal's load,,,,,,,,,,,,,,,,,
馱獸,驮兽,tuo2 shou4],beast of burden,,,,,,,,,,,,,,,,,
馱畜,驮畜,tuo2 chu4],pack animal,,,,,,,,,,,,,,,,,
馱筐,驮筐,tuo2 kuang1],pannier,double basket slung across pack animal,,,,,,,,,,,,,,,,
